first_name,middle_name,last_name,other_authors,title,series,series_num,description,copies,publisher,publish_date,pages,isbn10,isbn13,tags
Matthew,,Reilly,,Contest,,,"The New York State Library looms as a silent sanctuary of knowledge: a hundred-year-old labyrinth of towering bookcases, narrow aisles, and spiral staircases. But for Dr Stephen Swain and his eight-year-old daughter Holly it is a place of nightmare. Because, for just one night, this historic building is to become the venue for a horrifying contest, a contest in which Swain must compete, whether he likes it or not.

The rules of the challenge are simple: seven contestants will enter, but only one will leave. With his daughter in his arms, Stephen Swain is plunged into a terrifying fight for survival. The stakes are high, the odds are brutal. He can choose to run, to hide, or to fight - but if he wants to live, he needs to win. For, in this particular contest, unless you leave as victor, you do not leave at all.",1,Pan Macmillan,2009-09-18,763,,,"action,adventure,horror,sci-fi,suspense,thriller"
Patricia,,Tyrrell,,"Reckoning, The",,,"In a phone booth beside a dusty Arizona highway, fifteen-year-old Cate listens in on yet another conversation between Les (the man who has raised her since she was a toddler) and her mother. But this is no ordinary chit chat, for the woman at the end of the line hasn’t seen her daughter since she was three years old, and the man in the phone booth is the homeless drifter who abducted Cate from beside her sleeping parents over a decade ago.

Now Les has finally determined that the time has come for Cate to go home.

How will Cate cope with learning to love a mother she can’t remember, and with learning to reject the father-figure she has loved for twelve years? How will her mother reconcile the memories of her three-year-old daughter with the hard-bitten, poorly educated and cynical teenager who turns up on her doorstep in Virginia? And what will happen to them both when the awful secret Cate is hiding is brought out into the open?

Electrifying, brilliantly written and taut with suspense, The Reckoning is an intense and riveting meditation on the themes of loss and reunion, parents and children, and nature versus nurture.",1,Vintage Canada,2011-01-14,224,,,"abuse,contemporary,family drama"
Sarah,,Waters,,"Paying Guests, The",,,"A psychological and dramatic tour de force from beloved international bestseller Sarah Waters. The year is 1922, and London is tense. Ex-servicemen are disillusioned, the out-of-work and the hungry are demanding change. In South London, in a large silent house now bereft of brothers, husband, and even servants, life is about to be transformed, as Mrs Wray and her daughter Frances are obliged to take in lodgers.

With the arrival of Lilian and Leonard Barber, the routines of the house and the lives of its inhabitants will be shaken up in unexpected ways. And as passions mount and frustration gathers, no one can foresee just how far, and how devastatingly, the disturbances will reach.

Waters proves once again that her eye for the telling details of class and character that draw people together as well as tear them apart is second to none in this masterpiece of psychological tension and emotional depth.",1,McClelland & Stewart,2014-09-02,576,,,"historical fiction,lgbt,romance"
Sarah,,Waters,,Fingersmith,,,"Sue Trinder is an orphan, left as an infant in the care of Mrs. Sucksby, a ""baby farmer,"" who raised her with unusual tenderness, as if Sue were her own. Mrs. Sucksby’s household, with its fussy babies calmed with doses of gin, also hosts a transient family of petty thieves—fingersmiths—for whom this house in the heart of a mean London slum is home.

One day, the most beloved thief of all arrives—Gentleman, an elegant con man, who carries with him an enticing proposition for Sue: If she wins a position as the maid to Maud Lilly, a naïve gentlewoman, and aids Gentleman in her seduction, then they will all share in Maud’s vast inheritance. Once the inheritance is secured, Maud will be disposed of—passed off as mad, and made to live out the rest of her days in a lunatic asylum.

With dreams of paying back the kindness of her adopted family, Sue agrees to the plan. Once in, however, Sue begins to pity her helpless mark and care for Maud Lilly in unexpected ways...But no one and nothing is as it seems in this Dickensian novel of thrills and reversals.",1,Penguin,2002-10-01,600,,,"historical fiction,lgbt,mystery,romance"
Irvine,,Welsh,,Ecstasy,,,"Lloyd from Leith has a transfiguring passion for the unhappily married Heather. Together they explore the true nature of house music and chemical romance. Will their ardour fizzle and die or will it ignite and blaze like a thousand suns? Ecstasy follows them and others through the backstreets of Edinburgh, stifling suburban sitting rooms and the bright lights of London. Exhilarating and dazzling, this is Welsh at his very best.",1,Penguin Random House,2008-11-17,304,,,"contemporary,short stories"
Dennis,,Wheatley,,To the Devil a Daughter,Black Magic,4,"Is it possible to undo a pact with the Devil?

A businessman makes a deal with a satanic clergymen, and has his daughter baptised into Satan's church. Twenty-one years later, provided she is still a virgin, she is destined to be the centrepiece of a hideous satanic ritual.

Molly Fountain, a tough-minded Englishwoman who worked for the British Intelligence during the war, has retreated to her French cottage to write. Next door she finds a new, mysterious neighbour, an intriguing young girl named Christina.

Why did the solitary girl leave her rented house only for short walks at night? Why was she so frightened? Why did animals shrink away from her? Molly and her son are determined to save Christina from the clutches of what promises to be a fate worse than death.",1,Bloomsbury Publishing,2013-10-10,305,,,"gothic,horror,mystery,religious fiction,thriller"
Polly,,Williams,,"Egg Race, The",,,"Stevie Jonson is thirty-four. She's broody. And she's set to marry not-quite the-man-of-her-dreams in two weeks' time.

Just as the reality of her marriage sinks in, Stevie's path collides with that of Katy Norris, a thirty-six-year-old narcissist with an inside knowledge of fertility indicator home kits and a desire to get her boyfriend to settle, at any cost. As Stevie lurches further into a life that never should have happened, she meets a man who reminds her that she's more than just the sum of her ovaries . . .

Set in London, Thailand and New York, this hilarious and heartfelt novel will speak to any woman who has ever met the wrong man at the right time.",1,"Little, Brown Book Group Limited",2007-02-01,352,,,chick lit
Louisa,,Young,,My Dear I Wanted to Tell You,,,"While Riley Purefoy and Peter Locke fight for their country, their survival and their sanity in the trenches of Flanders, Nadine Waveney, Julia Locke and Rose Locke do what they can at home.

Beautiful, obsessive Julia and gentle, eccentric Peter are married: each day Julia goes through rituals to prepare for her beloved husband’s return. Nadine and Riley, only eighteen when the war starts, and with problems of their own already, want above all to make promises - but how can they when the future is not in their hands? And Rose? Well, what did happen to the traditionally brought-up women who lost all hope of marriage, because all the young men were dead?",1,HarperCollins UK,2011-03-17,416,,,"historical fiction,historical romance,romance,war story"
Isaac,,Asimov,,"End of Eternity, The",,,"A spellbinding novel set in the universe of Isaac Asimov's classic Galactic Empire series and Foundation series

Due to circumstances within our control . . . tomorrow will be canceled.

The Eternals, the ruling class of the Future, had the power of life and death not only over every human being but over the very centuries into which they were born. Past, Present, and Future could be created or destroyed at will.

You had to be special to become an Eternal. Andrew Harlan was special. Until he committed the one unforgivable sin--falling in love.

Eternals weren't supposed to have feelings. But Andrew could not deny the sensations that were struggling within him. He knew he could not keep this secret forever. And so he began to plan his escape, a plan that changed his own past . . . and threatened Eternity itself.",1,Random House Publishing Group,2020-09-01,256,,,"dystopian,sci-fi,speculative,time travel"
CT,,Adams,Cathy Clamp,Hunter's Moon,,,"HER ONLY OPTION IS DEATH

Sue Quentin has reached the end of her rope-she's desperate, and there's only one way out. Her plan doesn't include falling for Tony, the mysterious hit man she hires. He listens when she speaks and somehow convinces her that maybe her problems aren't entirely insurmountable. He even thinks her little potbelly is sexy. So he's a werewolf--everyone has flaws!

Sue enjoys being coddled by Tony, and, for his part, Tony likes the way Sue moans when he touches her. She begins to think she and Tony might have a shot at a future together, despite his unorthodox profession . . . and even though she doesn't know his real name.

But when Tony's enemies-not all of whom are fully human-decide Sue makes a perfect target, will Tony risk letting his darker side out during the day to save her?",1,"Tom Doherty Associates, LLC",2006-10-31,336,,,"fantasy,paranormal,romance"
Phillipa,,Ashley,,Decent Exposure,,,"When a nice girl asks twelve men to get naked, is it decent exposure or indecent exploitation?

Emma Tremayne has left her high-powered PR job and moved to the Lake District. She was expecting to find some much-needed peace and quiet, not to end up cavorting on a hillside with a naked guy. Emma thinks she's being community-minded when she agrees to help the local mountain rescue team put together a 'tasteful' nude calendar in order to fundraise for their new headquarters. Unfortunately, quite a lot of the community seems to mind what she's up to. Including the extremely handsome Mr July, Will, who appears to have got completely the wrong impression about Emma's intentions. So how does she convince him that he's more than just Flavour of the Month...?

Sassy, funny and smart, Decent Exposure is a gorgeous read from a sparkling new voice in romantic fiction.",1,Little Black Dress,2009-04-02,288,,,"chick lit,christmas,humour,romance"
Sarah,,Barclay,,Faking It,,,"Whether you are planning to get into shape for a beach holiday and need tips on how to look sexually alluring in a bikini or are faced with an outbreak of spots before a hot date, Faking It! provides all the answers and quickfix beauty secrets.",1,"Carlton Books, Limited",1999-06-04,256,,,"chick lit,fashion"
Liz,,Berry,,Easy Connections,,,"Cathy Harlow is a gifted painter. She is 17 and three glorious years at art college stretch ahead. But when she meets Paul Devlin, lead guitarist of the famous rock band, Easy Connection, her dreams are shattered. A love story with a difference, set against a vivid background of art school and the larger-than-life world of successful rock stars.",1,Gallery 41 Books,2018-07-09,256,,,"music and arts,romance,young adult"
TA,,Blezard,,"Mohan, Alone",,,,1,International Atomic Energy Agency,1988-12-01,192,,,
Gary,,Brandner,,"Howling, The",,,"Karyn and her husband Roy had come to the peaceful California village of Drago to escape the savagery of the city. On the surface Drago appeared to be like most small rural towns.
But it was not.
The village had a most unsavory history. Unexplained disappearances, sudden deaths.
People just vanished, never to be found.",1,Books of the Dead,2011-08-01,216,,,"fantasy,horror,paranormal,thriller"
Stephen,,Crane,,"Red Badge of Courage, The",,,"As important a book today as it was when it was first written, The Red Badge of Courage tells the story of Henry Fielding, a farm boy who sets out in search of glory by running away from home to join the Civil War, only to find himself running away from the battlefield in terror during the first skirmish. Mortified by his cowardice, Henry yearns for a wound, his own red badge of courage, which would legitimize his desertion of his company. When Henry is finally wounded, he finds himself feeling real anger for the very first time, and finally is able to redeem himself.First published in 1865, and in print for 137 years, Stephen Crane's story is considered one of the most important novels of the nineteenth century. It explores the dual natures of battle -- the simultaneous sensations of beauty and violence, of terror and triumph -- and masterfully mirrors them to Henry's own inner turmoil. Fervent and patriotic illustrations by Wendell Minor make The Red Badge of Courage an important addition to the Scribner Illustrated Classics series.",1,Simon & Schuster Children's Publishing,2002-11-01,192,,,"classics,war story,young adult"
Valerie,,Frankel,,Hex and the Single Girl,,,"Could magical powers help your love life? Prepare to be spellbound by Valerie Frankel's warm, funny romance. Emma Hutch is a witch who puts her supernatural powers to good use by styling herself as the ultimate matchmaker. Although she can't always promise true love, a ring or even commitment, she can guarantee that all-important first date between one of her clients and the object of his or her affections. The problem is, she spends so much time chasing after other people's love interests, she has no time for her own. Until, that is, she meets Liam Dearborn, Manhattan's most eligible bachelor, who's intent on putting Emma under his own powerful spell.",1,Headline Publishing Group,2012-02-02,229,,,"chick lit,paranormal,romance"
Charlaine,,Harris,,Dead Until Dark,Sookie Stackhouse,1,"Sookie Stackhouse is just a small-time cocktail waitress in small-town Bon Temps, Louisiana. She's quiet, doesn't get out much, and tends to mind her own business—except when it comes to her “disability.” Sookie can read minds. And that doesn’t make her too dateable. Then along comes Bill Compton. He’s tall, dark, handsome—and Sookie can’t hear a word he’s thinking. He’s exactly the type of guy she’s been waiting for all her life...

But Bill has a disability of his own: he’s a vampire with a bad reputation. And when a string of murders hits Bon Temps—along with a gang of truly nasty bloodsuckers looking for Bill—Sookie starts to wonder if having a vampire for a boyfriend is such a bright idea.",1,Penguin,2001-05-01,304,,,"adapted to screen,fantasy,horror,mystery,paranormal,romance,vampires"
Lesley,,Howarth,,Ultraviolet,,,How was anyone to know that one day the sun would just burn up their lives? Rat runs of tunnels link home compounds to town and no one goes out any more. Why bother when you can live day and night in your own alternative cyberspace reality? But Violet Niles is going outside. She thinks she knows a way. She thinks she'll be safe. She thinks the only danger out there is the sun - but Vi has no idea how dangerous reality can be. Computer games are no preparation for the games real people play.,1,Puffin Books,2001-06-07,256,,,"dystopian,sci-fi,young adult"
Tanya,,Huff,,Second Summoning,Keeper Chronicles,2,"Discover the second book in the Keeper's Chronicles, where a young woman masters of the possibilities of time and space, maintaining the balance between worlds to protect Earth.

Claire Hansen was a Keeper, gifted—or cursed—with the job of being one of Earth's Guardians, “Summoned” to areas where anomalies existed, where rifts had opened—or had been opened. Such places were the world's danger spots where, if they weren’t sealed in time, all the minions of Hell might break through.

After she’d closed the portal into Hell at the Elysian Fields Guest House, Claire and her talking cat, Austin, found they’d acquired a new companion—Dean. Though Dean was a Bystander and shouldn’t have been allowed to even remember Keepers existed, somehow in the course of their mutual ordeal at the Elysian Fields, he’d become an indispensable part of Claire’s life. She knew she should change his memories and force him to leave her. Any other course was bound to lead to disaster. But as it turned out, it was already too late, for without Dean around Claire could easily become a danger to herself and the very fabric of space and time.

Yet with Dean around—and a little of her sister Diana’s meddling thrown in—the world was headed straight for Chaos.

And Claire was about to face a challenge beyond her wildest imagining—a catastrophe created by the power of love—when an angel and a devil each manifested in the mortal world as fully endowed teenagers, who didn’t have a clue how to handle their all-too-human bodies, raging hormones, and opposing needs to do good and evil....",1,Penguin,2005-06-07,416,,,"fantasy,humour,paranormal,romance"
Myron,,Levoy,,Alan and Naomi,,,"It's 1944 in New York City. Alan Silverman doesn't want to give up his stickball game for anyone-especially not for crazy-acting Naomi Kirshenbaum. But when he hears about her horrifying experience during the war in France, Alan changes his mind. Slowly, he struggles to befriend her, and one day-miraculously-she begins to trust him. Alan finds she is not only intelligent, but also fun to be with. But the scars of war are still very much with Naomi.",1,"iUniverse, Incorporated",2007-10-01,196,,,"historical fiction,teen,war story,young adult"
Robert,Louis,Stevenson,,Treasure Island,,,"Treasure Island, published in 1883, popularized the now familiar characters of pirates and brought them to rum-swilling life. When an old sailor named Billy Bones dies in the inn belonging to young Jim Hawkins’s parents, he leaves a greasy old map on which an “X” marks the spot where treasure is buried. Jim joins the crew of a ship in pursuit of Bones’s treasure, and on the seas meets up with Long John Silver, a peg-legged pirate who has infiltrated their ranks. Jim must survive mutinies and counter-mutinies, face hand-to-hand combat with drunken sailors, and outwit double-crossing thieves before the treasure can be his.",1,Random House Publishing Group,1982-05-01,224,,,"adventure,children's,classics,middle grade,teen,young adult"
Jules,,Verne,,Journey to the Center of the Earth,,,"What a stunning discovery: an old, coded note that actually contains directions for reaching the Earth’s very core! And once he finds it, renowned geologist Professor Liedenbrock can’t resist setting out with his 16-year-old nephew to go where only one man has gone before. Jules Verne takes young readers on one of the most incredible journeys ever imagined, from Iceland’s frozen tundra far down into fantastic underground prehistoric worlds and back up again through the fires of an erupting volcano.",1,Sterling,2007-12-01,256,,,"adventure,classics,sci-fi"
Kurt,,Vonnegut,,Between Time and Timbuktu,,,"An experimental television play composed of excerpts from his novels and stories, Between Time and Timbuktu features Kurt Vonnegut’s special blend of scientific expertise, wit, and penetrating comment.
 
“Most unusual, ultra imaginative . . . a sort of cross between 2001: A Space Odyssey and Alice in Wonderland.”—Philadelphia Inquirer

The basic story line: Young Stony Stevenson wins a jingle contest and, as his prize, is blasted off into the time-space warp. The country’s first poet-astronaut thus experiences both past and future human history simultaneously. His observations on it consist mainly of dramatized selections from the author’s works. The result is a unique Vonnegut sampler cast in the form of “an excellent drama” (Pittsburgh Press).",1,Dial Press,2020-04-21,50,,,"humour,sci-fi"
