first_name,middle_name,last_name,other_authors,title,series,series_num,description,copies,publisher,publish_date,pages,isbn10,isbn13,tags
Ben,,Sherwood,,"Death and Life of Charlie St. Cloud, The",,,"Charlie St. Cloud was a blessed boy, destined to do good things in high places. But all that changed the night he survived the car crash that killed his little brother, Sam. Years later, Charlie is still trying to atone for his loss. He has stayed at home, in his snug New England fishing village, tending the lawns and monuments of the ancient cemetery where his brother is buried. You see, Charlie is graced with an extraordinary gift: he can see, talk to, and even play catch with Sam’s spirit. Theirs is a perfect, magical world, untroubled until Charlie meets Tess Carroll, a captivating, adventurous, yachtswoman training for a solo trip around the world. Suddenly he is faced with a choice – between death and life, the past and the present, holding on and letting go. The Death and Life of Charlie St. Cloud is a romantic and exhilarating novel about second chances and the liberating power of love.",1,Picador,2010-08-06,288,0330519662,9780330519663,"adapted to screen,paranormal,psychological fiction,romance"
Gregory,,Sherl,,"Future for Curious People, The",,,"If you could see your future with someone, would you want to? Meet Evelyn and Godfrey. Evelyn is breaking up with her boyfriend, Adrian, as she's seen their dismal future together at Dr Chin's office: the life they - when they are both many years older - may have, singing 'Happy Birthday' to a Chihuahua and arguing about cheese. She hopes for more. Meanwhile, Godfrey is proposing to his girlfriend, Madge, who's not quite willing to take that leap; she wants to see their future together first - just to be sure they're meant for each other.Then, one day, Evelyn and Godfrey meet - and from that moment their lives become entwined. Sparkling, warm and witty, The Future for Curious People is a love story for anyone who's ever wondered if they're with The One, or The One Before Last.This novel combines the writing talents of twenty-seven-year-old newcomer Greg Sherl, based on an original idea by award-winning author Julianna Baggott.",1,Pan,2014-08-28,336,1447254899,9781447254898,"magical realism,psychological fiction,romance,sci-fi"
Sara,,Sheridan,,Truth or Dare,,,"When Lorna McLeish goes missing, Libby Lucas is unconcerned. But it becomes clear that Lorna has got mixed up in something rather nasty. Libby and Becky's search for Lorna takes them to Scotland and back, with a lot of premeditated murder on the way.",1,Random House of Canada,1998-01-01,242,0749326905,9780749326906,"mystery,thriller"
Peter,,Sheridan,,Forty-Seven Roses,,,"With his trademark wit and honesty, Peter Sheridan has written an enthralling account of his parents' relationship, from their first encounter over a poker game in a Dundalk canteen to their final, happy days together in retirement. But all was not as straightforward as it appeared for when Peter's father died suddenly, it became painfully evident that an awkward situation needed to be resolved. Since the 1940s, Peter's father had maintained a relationship with another woman, Doris. Their correspondence spanned five decades and Doris had long harboured the secret hope that Peter's father would one day be hers. Someone would have to tell her about the death of her old friend . . . At turns humorous and heartbreaking, Forty-Seven Roses is the unforgettable tale of a love that can transcend even overpowering odds. It's the account of a marriage dogged by a shadowy third partner, of fierce family pride and of how sometimes the pain of grief can re-ignite the vital spark of love.",1,Pan,2002-06-07,208,0330374397,9780330374392,memoir
Peter,,Sheridan,,Forty Four: A Dublin Memoir,,,"Snow is falling all over Dublin. It is half an hour to the start of the New Year. On the rooftop of 44 Seville Place, a 10-year-old boy clings to a television aerial. His father urges him to turn the aerial towards England. The boy reaches up and in that moment, pictures from a foreign place beam into their home and change their lives forever.

Thus begins this astonishing portrait of a Dublin family as they chart their way through the turbulent waters of the l960s. We exult in their triumphs and cry at their disasters, but at no time is laughter far from the surface. As Peter Sheridan follows his journey from boy to man, he reveals the confused adolescent in us all and shows us an individual and a society on the cusp of profound change.",1,Pan,2000-05-05,304,0330375113,9780330375115,memoir
Rebecca,,Shaw,,Village Feud,Tales from Turnham Malpas,12,"With the Rector Peter Harris and his family back from Africa, the villagers of Turnham Malpas heave huge sighs of relief - everything seems to be back to normal. But Peter has other ideas, and decides to return to Africa to fulfil his promise of working there for a year, leaving his family behind. The villagers are also missing Peter's guidance, especially when the store is the target of petty theft and violence. Everyone is relying on Peter's return to help restore harmony. But will he make it back before things get out of hand ?",1,Orion,2009-10-29,304,0752878115,9780752878119,mystery
Don,,Shaw,,"Hike and Every Damned Thing Else, The",,,"Structured in twelve chapters covering the months of the year, this sequel to 'The Hike' follows more adventures from three retired friends as they undertake weekly hikes, continuing to engage in verbal sparring and bickering all the way.",1,Breedon Books Publishing Co Ltd,2008-03-01,224,1859836127,9781859836125,humour
Tom,,Sharpe,,Wilt In Nowhere,Wilt,4,"When his endlessly capricious wife Eva receives plane tickets for the family to visit Auntie Joan and Uncle Wally in Atlanta, Wilt knows only one thing - that nothing could entice him to fly three thousand miles over the water, and especially not two rotund Americans with more money than sense. What better way to escape and find equilibrium then to embark on a walking tour? Just Wilt, the countryside, and an ill-judged bottle of whiskey...

Meanwhile, Eva finds her plans to inherit Joan and Wally's fortune slipping away faster than her sanity, thanks to a combination of sinister teenage quadruplets with foul mouths, and her unexpected role as lead suspect in a drug-trafficking plot.

Outrageous, darkly comic, and packed with calamity on top of calamity, Tom Sharpe's latest episode of Wilt's misadventures is a razor-sharp farce that will delight fans both old and new.",1,Arrow,2005-04-07,288,0099474131,9780099474135,humour
Mary,Ann,Shaffer,Annie Barrows,"Guernsey Literary and Potato Peel Pie Society, The",,,"It's 1946. The war is over, and Juliet Ashton has writer's block. But when she receives a letter from Dawsey Adams of Guernsey – a total stranger living halfway across the Channel, who has come across her name written in a second hand book – she enters into a correspondence with him, and in time with all the members of the extraordinary Guernsey Literary and Potato Peel Pie Society.

Through their letters, the society tell Juliet about life on the island, their love of books – and the long shadow cast by their time living under German occupation. Drawn into their irresistible world, Juliet sets sail for the island, changing her life forever.",1,Allen & Unwin,,,1741758955,9781741758955,"adapted to screen,historical fiction,historical romance,romance,war story"
Tim,,Severin,,King's Man,Viking,3,"King's Man by Tim Severin is the thrilling third volume in the captivating Viking trilogy - an epic adventure in a world full of Norse mythology and bloodthirsty battles.

Constantinople, 1035: Thorgils has become a member of the Varangian lifeguard and witnesses the glories of the richest city on earth but also the murderous ways of the imperial family. Under the leadership of warrior chief Harald Sigurdsson he is set up as the unwitting bait in a deadly ambush to destroy Arab pirates harassing the Byzantine shipping lanes in the Mediterranean.

When Harald eventually ascends the throne of Norway, his liegeman Thorgils is despatched on a secret mission to Duke William of Normandy with a plan to coordinate the twin invasions of England. On 20 September 1066 Harald's fleet of three hundred ships sails up the Ouse, confident of success, but a prophetic dream warns Thorgils that Duke William has duped his allies and the Norsemen are heading for disaster at Stamford Bridge. Thorgils embarks upon a race against time to reach and warn his liege lord before the battle begins. But will Odinn's devout follower really be able to anticipate what fate has decreed and save the heritage of his Viking ancestors?",1,Pan,2006-04-07,336,0330426753,9780330426756,"adventure,fantasy,historical fiction"
Tina,,Seskis,,One Step Too Far,,,"An apparently happy marriage. A beautiful son. A lovely home.

So what makes Emily Coleman get up one morning and walk right out of her life?

How will she survive?

And what is the date that looms, threatening to force her to confront her past?

No-one has ever guessed her secret. Will you?",1,Kirk Parolles,2013-04-15,352,0957544324,9780957544321,"mystery,suspense,thriller"
Will,,Self,,"Book of Dave, The",,,"What if a demented London cabbie called Dave Rudman wrote a book to his estranged son to give him some fatherly advice? What if that book was buried in Hampstead and hundreds of years later, when rising sea levels have put London underwater, spawned a religion? What if one man decided to question life according to Dave? And what if Dave had indeed made a mistake?

Shuttling between the recent past and a far-off future where England is terribly altered, The Book of Dave is a strange and troubling mirror held up to our times: disturbing, satirizing and vilifying who and what we think we are. At once a meditation upon the nature of received religion, a love story, a caustic satire of contemporary urban life and a historical detective story set in the far future - this compulsive novel will be enjoyed by readers everywhere, including fans of Martin Amis and Anthony Burgess's A Clockwork Orange.",1,Penguin,2007-03-01,512,0141014547,9780141014548,"fantasy,satire,sci-fi"
Will,,Self,,Great Apes,,,"When artist Simon Dykes wakes after a late night of routine debauchery, he discovers that his world has changed beyond recognition. His girlfriend, Sarah, has turned into a chimpanzee. And, to Simon's appalled surprise, so has the rest of humanity. Simon, under the bizarre delusion that he is 'human', is confined to an emergency psychiatric ward. There he becomes of considerable interest to eminent psychologist and chimp, Dr Zack Busner. For with this fascinating case, Busner thinks may finally make his reputation as a truly great ape.",1,Penguin,2001-06-28,416,0140268006,9780140268003,"animals,fantasy,humour"
Rachel,,Seiffert,,Afterwards,,,"To love someone, need you know everything about them? When Alice and Joseph meet, they fall quickly into a tentative but serious relationship. She is a nurse, he a painter and decorator; both are still young and hopeful of each other, but each brings with them an emotional burden. Alice's father has been a yawning absence all her life, and her beloved grandmother - who helped raise her - has recently died. For his part, Joseph refuses to speak about his army experiences in Northern Ireland and Alice suspects that his general reticence hides an even more deeply troubled past. When her widowed grandfather begins to tell Joseph about his own RAF experiences in l950s Kenya - stories he had shared only with his wife - something still raw is tapped in Joseph; his reaction to the older man's unburdening of guilt is both unexpected and devastating for them all. Morally complex, understated, and powerfully moving, AFTERWARDS confirms Rachel Seiffert's remarkable talent.",1,Random House,,327,0099461773,9780099461777,psychological fiction
Asne,,Seierstad,,"Bookseller of Kabul, The",,,"Two weeks after September 11th, award-winning journalist Åsne Seierstad went to Afghanistan to report on the conflict there. In the following spring she returned to live with an Afghan family for several months.
For more than twenty years Sultan Khan defied the authorities - be they communist or Taliban - to supply books to the people of Kabul. He was arrested, interrogated and imprisoned by the communists and watched illiterate Taliban soldiers burn piles of his books in the street. He even resorted to hiding most of his stock in attics all over Kabul.
But while Khan is passionate in his love of books and hatred of censorship, he is also a committed Muslim with strict views on family life. As an outsider, Seierstad is able to move between the private world of the women - including Khan's two wives - and the more public lives of the men. And so we learn of proposals and marriages, suppression and abuse of power, crime and punishment. The result is a gripping and moving portrait of a family, and a clear-eyed assessment of a country struggling to free itself from history.",1,Virago,,,1844080471,9781844080472,memoir
Claire,,Seeber,,Fragile Minds,,,"When a bomb explodes outside the Royal Academy of Ballet in the heart of London, the police initially suspect a terrorist group. But the pieces don't fit and DCI Silver is struggling to find any suspects.",1,HarperCollins UK,,404,1847562078,9781847562074,"crime,mystery,suspense,thriller"
Alice,,Sebold,,"Lovely Bones, The",,,"""My name was Salmon, like the fish; first name, Susie. I was fourteen when I was murdered on December 6, 1973.""

So begins the story of Susie Salmon, who is adjusting to her new home in heaven, a place that is not at all what she expected, even as she is watching life on earth continue without her -- her friends trading rumors about her disappearance, her killer trying to cover his tracks, her grief-stricken family unraveling. Out of unspeakable tragedy and loss, The Lovely Bones succeeds, miraculously, in building a tale filled with hope, humor, suspense, even joy.",1,Macmillan,,328,0330485385,9780330485388,"adapted to screen,contemporary,crime,fantasy,mystery"
Alice,,Sebold,,Lucky,,,"In Lucky, a memoir hailed for its searing candour and wit, Alice Sebold reveals how her life was utterly transformed when, as an eighteen-year-old college freshman, she was brutally raped and beaten in a park near campus.

What propels this chronicle of her recovery is Sebold's indomitable spirit - as she struggles for understanding ('After telling the hard facts to anyone, from lover to friend, I have changed in their eyes'); as her dazed family and friends sometimes bungle their efforts to provide comfort and support; and as, ultimately, she triumphs, managing through grit and coincidence to help secure her attacker's arrest and conviction.

In a narrative by turns disturbing, thrilling, and inspiring, Alice Sebold illuminates the experience of trauma victims even as she imparts wisdom profoundly hard-won: 'You save yourself or you remain unsaved.'",1,Picador,2003-06-06,256,8876415602,9780330418362,"memoir,true crime"
Lisa,,Scottoline,,Killer Smile,,,"A World War II suicide in an internment camp has ominous links to an on-going murder case . . . . Attorney Mary DiNunzio gets a terrifying telephone call while she's working late, then she finds a shadow lurking at her front door. When a lawyer very close to her turns up dead, Mary begins to suspect that there is a sinister connection with the case she's been working on . . . Add to that the fact that everybody around Mary has decided she's not allowed to be a Young Widow anymore, and they're fixing her up with blind dates from hell. When a killer comes after her, it's more than any girl can handle - but Mary isn't just any girl . . . 'Lisa is on top of her game in KILLER SMILE, a fast-paced, witty, and thoroughly entertaining thriller' Philip Margolin 'KILLER SMILE' is classic Lisa Scottoline - a hurtling plot, a strong heroine, and enough cliff-hangers to keep you gasping' Tess Gerritsen 'Move over John Grisham, Scottoline writes legal thrillers to die for' DAILY MIRROR",1,Pan Macmillan,2005-09-02,480,0330441507,9780330441506,"legal story,mystery,suspense,thriller"
M.,C.,Scott,,Rome,,,"Nero, the Emperor of Rome and all her provinces, is in possession of an ancient document predicting that Rome will burn. Sebastos Pantera, assassin and spy for the Roman Legions, is ordered to stop the impending cataclysm. He knows that if he does not, his life - and those of thousands of others - are in terrible danger.

A gripping race-against-time historical adventure in the bestselling tradition of Conn Iggulden's 'Emperor' series.",1,Transworld Publishers Limited,2011-03-03,592,0553817671,9780553817676,"adventure,historical fiction,mystery,spy fiction,thriller"
Christina,,Schwarz,,Drowning Ruth,,,"Winter, 1919. Amanda Starkey spends her days nursing soldiers wounded in the Great War. Finding herself suddenly overwhelmed, she flees Milwaukee and retreats to her family's farm on Nagawaukee Lake, seeking comfort with her younger sister, Mathilda, and three-year-old niece, Ruth. But very soon, Amanda comes to see that her old home is no refuge--she has carried her troubles with her. On one terrible night almost a year later, Amanda loses nearly everything that is dearest to her when her sister mysteriously disappears and is later found drowned beneath the ice that covers the lake. When Mathilda's husband comes home from the war, wounded and troubled himself, he finds that Amanda has taken charge of Ruth and the farm, assuming her responsibility with a frightening intensity. Wry and guarded, Amanda tells the story of her family in careful doses, as anxious to hide from herself as from us the secrets of her own past and of that night.
Ruth, haunted by her own memory of that fateful night, grows up under the watchful eye of her prickly and possessive aunt and gradually becomes aware of the odd events of her childhood. As she tells her own story with increasing clarity, she reveals the mounting toll that her aunt's secrets exact from her family and everyone around her, until the heartrending truth is uncovered.
Guiding us through the lives of the Starkey women, Christina Schwarz's first novel shows her compassion and a unique understanding of the American landscape and the people who live on it.",1,Headline,2001-09-06,288,0747264651,9780747264651,"historical mystery,suspense"
Danny,,Scheinmann,,Random Acts Of Heroic Love,,,"1992- Leo Deakin wakes up in a hospital somewhere in South America, his girlfriend Eleni is dead and Leo doesn't know where he is or how Eleni died. He blames himself for the tragedy and is sucked into a spiral of despair. But Leo is about to discover something which will change his life forever. 1917- Moritz Daniecki is a fugitive from a Siberian POW camp. Seven thousand kilometres over the Russian Steppes separate him from his village and his sweetheart, whose memory has kept him alive through carnage and captivity. The Great War may be over, but Moritz now faces a perilous journey across a continent riven by civil war. When Moritz finally limps back into his village to claim the hand of the woman he left behind, will she still be waiting? Danny Scheinmann paints a dramatic portrait of two men sustaining their lives through the memory of love. Cinematic and brimming with raw emotions, it is the magnificent and emotive debut from a remarkable new writer.",1,Black Swan,2008-01-01,432,0552774227,9780552774222,"cultural,historical fiction,romance,war story"
Scarrow,,Simon,,When the Eagle Hunts,Eagle,3,"After a series of bloody battles, Camulodunum (modern-day Colchester) has fallen to the invading Roman army. The Emperor has returned to Rome, leaving the fearless Centurion Macro and his young Optio, Cato, to rest and regroup, along with the rest of the Second Legion. As their leader General Plautius plans the next phase of their campaign, word arrives that the ship carrying his family to join him was wrecked in a storm off the south coast. His wife and children have fallen into the hands of a dark sect of Druids, who now demand the return of those of their brotherhood taken prisoner by the Romans. Unless their demands are met within one month, Plautius's family will be burned alive. Will Cato and Macro discover where the Druids are hiding their hostages? And can they find some way to rescue them before time runs out?",1,Headline,2008-10-02,448,1472218485,9781472218483,"action,adventure,historical fiction,war story"
Simon,,Scarrow,,"Eagle and the Wolves, The",,,"Britannia, AD 44. Occupation is never easy. The enemy is butchering their supply convoys, their garrison town is starving and the truce with the locals is uneasy at best. Young Cato, newly promoted, and veteran centurion Macro are ordered to train the Wolves and the Boars, two cohorts of barbarian Britons, and introduce them to the brutal drills of the Roman Imperial Army. Macro is confident they'll win the natives over, but Cato worries about putting weapons into the hands of potential rebels.

Ultimately, only one thing matters: is there a difference between the enemy at their gates, and the allies in their own camp?",1,Headline Publishing Group,2013-10-17,,1472218396,9781472218391,"historical fiction,war story"
Patricia,,Scanlan,,City Woman,,,"The City Girls are back!

Devlin, whose flair and ambition ensure continued success for her City Girl health and leisure complex, has to make up her mind about her relationship with Luke.

Caroline, faced with difficult choices, makes a surprising decision that utterly changes her life.

Maggie, torn between career and motherhood, finds her marriage under threat.

Bringing us up to date with Devlin, Caroline, Maggie, the men in their lives and their triumphs and disasters, City Woman is a sparkling, absorbing, warm-hearted sequel to City Girl and an engrossing story of contemporary women.",1,Random House Publishing Group,1999-06-03,656,0553409468,9780553409468,chick lit
Patricia,,Scanlan,,"Mirror, Mirror",,,"When Chris Wallace looks in the mirror he sees a deep and complex man. He is, in fact, shallow, selfish and very devious. Successful and charismatic, women love him. This is the tale of how the three women who have had enough of him plot their revenge.",1,Random House Publishing Group,1998-06-24,543,0553409417,9780553409413,chick lit
Patricia,,Scanlan,,Apartment 3B,,,"When the apartment of Lainey Conroy's dreams is put on the market she is determined to buy it, as are many others. But behind the dreams lies a hidden landscape: of girlhood rivalries; of local daughters made good; of being the talk of the bay; of disappointment and new beginnings.",1,Random House Publishing Group,1997-12-04,637,0553409441,9780553409444,chick lit
Steven,,Saylor,,Triumph of Caesar,Roma Sub Rosa,12,"Having obliterated the opposition, Caesar is now dictator for life. In the upcoming celebrations, Vercingetorix the Gaul is scheduled to be executed, as is Arsinoe, the sister of Cleopatra and Cleopatra herself is in Rome on a state visit, trying to convince Caesar to acknowledge their son as his heir. Marc Antony and Caesar are at odds.",1,Robinson,2009-03-26,336,1845298993,9781845298999,"crime,historical fiction,historical mystery,mystery"
Steven,,Saylor,,Gladiator Dies Only Once,Roma Sub Rosa,11,"Gordianus the Finder, famed detective of Ancient Rome, returns in a riveting of stories. Nine tales of murder and intrigue take him from the seamy streets of Rome to elegant villas on the Bay of Naples, from the spectacular backdrop of a chariot race to a domestic dispute with his Egyptian concubine Bethesda.

In the title story a beautiful Nubian actress begs Gordianus to solve an impossible problem: how can she have just seen her beloved brother in the market place when she had previously watched him die a gruesome death as a gladiator?",1,Robinson,2011-08-16,336,1845292340,9781845292348,"crime,historical fiction,historical mystery,mystery,short stories"
Steven,,Saylor,,Arms of Nemesis,Roma Sub Rosa,2,"The hideously disfigured body was found in the atrium. The only clues are a blood-soaked cloak, and, carved into the stone at the corpse's feet, the word Sparta. The murdered man was the overseer of Marcus Crassus's estate, apparently killed by two runaway slaves bent on joining Spartacus's revolt. In response to the murder, the wealthy, powerful Crassus vows to honor an ancient law and kill his ninety-nine remaining slaves in three days. Now Gordianus the Finder has been summoned from Rome by a mysterious client to find out the truth about the murder before the three days are up.

Enmeshed in a world of desperate slaves and duplicitous masters, extravagant feasts and sordid secrets, Gordianus must risk all he loves, including his life, to stop a senseless slaughter-and save the very future of Rome itself.",1,Robinson Publishing,1997-09-25,320,185487974X,9781854879745,"crime,historical fiction,historical mystery,mystery"
Steven,,Saylor,,Rubicon,Roma Sub Rosa,7,"Steven Saylor's seventh instalment in his Roma  Sub Rosa series begins with a character saying,  ""Pompey will be mightily pissed."" Scholars might argue  that there is no evidence of this particular synonym for  anger ever being used in 49 BC, but the author would no  doubt respond that poetic license includes doing whatever  it takes to bridge the gap for modern audiences. And  indeed, the head of the Roman Senate is mightily pissed.  Rome is on the verge of another civil war and the forces  of Julius Caesar and Mark Antony have crossed the Rubicon  River and are marching toward the capital. To top it all  off, one of Pompey's favourite cousins has been garrotted  to death. Before Pompey flees the city, he asks Rome's  greatest detective, Gordianus the Finder, to solve the  murder. But Pompey has reason to distrust Gordianus, who  may have an allegiance with Caesar. To force his loyalty,  Pompey seizes the detective's son-in-law and makes him  join his household army. By doing so, he ensures that  Gordianus's involvement in the coming conflict will be a  very personal one. Confused and troubled, Gordianus walks  through Rome toward the house of his former friend and  mentor, the poet Cicero. ""All around me, I felt the  uneasiness of the city, like a sleeper in the throes of a  nightmare."" Awakening from the nightmare, surviving the  chaos and solving this whodunit will be the Finder's  toughest battle yet. --Dick Adler",1,Robinson,2000-02-24,288,1841191248,9781841191249,"crime,historical fiction,historical mystery,mystery"
C.,J.,Sansom,,Sovereign,Matthew Shardlake,3,"Autumn, 1541: King Henry VIII has set out on a spectacular Progress to the North to attend an extravagant submission of his rebellious subjects in York.

Already in the city are lawyer Matthew Shardlake and his assistant Jack Barak. As well as assisting with legal work processing petitions to the King, Shardlake has reluctantly undertaken a special mission for the Archbishop Cranmer – to ensure the welfare of an important but dangerous conspirator being returned to London for interrogation.

But the murder of a local glazier involves Shardlake in deeper mysteries, connected not only to the prisoner in York Castle but to the royal family itself. And when Shardlake and Barak stumble upon a cache of secret papers which could threaten the Tudor throne, a chain of events unfolds that will lead to Shardlake facing the most terrifying fate of the age . . .",1,Pan,2007-03-16,662,0330436082,9780330436083,"crime,historical fiction,historical mystery,mystery"
Agatha,,Christie,,N or M ?,,,"Tommy & Tuppence are hired to track down wartime spies at a seaside resort...

It is World War II, and while the RAF struggles to keep the Luftwaffe at bay, Britain faces an even more sinister threat from 'the enemy within' - Nazis posing as ordinary citizens.

With pressure mounting, the Intelligence service appoints two unlikely spies, Tommy and Tuppence Beresford. Their mission: to seek out a man and a woman from among the colourful guests at Sans Souci, a seaside hotel. But this assignment is no stroll along the promenade. After all, N and M have just murdered Britain's finest agent...",1,Pan Books,1959-12-31,189,0330295985,9780330295987,"classics,crime,mystery"
Agatha,,Christie,,Murder on the Orient Express,Hercule Poirot,10,"Agatha Christie's most famous murder mystery, reissued with a striking new cover designed to appeal to the latest generation of Agatha Christie fans and book lovers.

Just after midnight, a snowdrift stops the Orient Express in its tracks. The luxurious train is surprisingly full for the time of the year, but by the morning it is one passenger fewer. An American tycoon lies dead in his compartment, stabbed a dozen times, his door locked from the inside.

Isolated and with a killer in their midst, detective Hercule Poirot must identify the murderer - in case he or she decides to strike again.",1,Harper,2007-09-03,240,0007119313,9780007119318,"adapted to screen,classics,crime,mystery,thriller"
Cassandra,,Clark,,Law of Angels,Abbess of Meaux,3,"Summer, 1384. The sun is hot and high - but storm-clouds of insurrection are gathering over England. Hildegard of Meaux - sleuth, spy and now an abbess of the powerful Cistercian order - has found refuge from a world of violence and blood-feud at her new home in Yorkshire. But by taking a bonded maid into the fold, Hildegard has made a dangerous enemy, an enemy who thinks nothing of destroying her little sanctuary to further his own ends. Meanwhile her own history, and her possession of a priceless relic, threatens to drag her into the schemes of traitors to the crown who seek to overthrow King Richard II - including the ruthless Henry Bolingbroke. And with portents in York that the end of days is imminent; signs expressed by death in fire, can even the resourceful Hildegard unweave the tangled skein of conspiracy?",1,ALLISON & BUSBY,2011-09-26,512,0749009241,9780749009243,"crime,historical mystery"
Mary,Higgins,Clark,,Daddy's Gone A-Hunting,,,"A dark family secret puts the lives of two sisters in grave danger Hannah Connelly is plunged into a nightmare when she learns that Connelly Fine Antique Reproductions, the family business founded by her grandfather, has been levelled by a huge explosion. The ashes reveal a startling and grisly discovery. Could the explosion have been deliberately set? And what was Kate, Hannah's sister and a highflyer in an accounting firm, doing in the building in the middle of the night? With Kate lying in a coma in hospital, it is now down to Hannah to discover what truly happened. But little does she know that someone will do anything they can to prevent Kate regaining consciousness. Will Hannah find out the truth before that person kills to save himself?",1,Simon & Schuster Ltd,2014-01-02,464,1849837074,9781849837071,"mystery,suspense,thriller"
Mary,Higgins,Clark,Alafair Burke,Cinderella Murder,Under Suspicion,2,"Television producer Laurie Moran is elated when the pilot for her reality drama Under Suspicionis a success. Even more, the program - a cold case series that revisits unsolved crimes by recreating them with those affected - is off to a fantastic start when it helps solve an infamous murder in the very first episode. Now Laurie has the ideal case to feature in the next instalment of Under Suspicion: the Cinderella Murder. When Susan Dempsey, a beautiful and multi-talented UCLA student, was found dead, her murder left numerous questions. Why was her car parked miles from her body? Had she ever shown up for the acting audition she was due to attend at the home of an up-and-coming director? Why does Susan's boyfriend want to avoid questions about their relationship? And why was Susan missing one of her shoes when her body was discovered? With the help of lawyer and Under Suspicionhost Alex Buckley, Laurie knows the case will make a great program, especially when the former suspects include Hollywood's elite and tech billionaires. The suspense and drama are perfect for the silver screen - but is Cinderella's murderer ready for a close-up?",1,Simon & Schuster UK,2015-08-13,320,1471138496,9781471138492,"crime,mystery,suspense,thriller"
Mary,Higgins,Clark,,"Cry in the Night, A",,,"Divorcee Jenny MacPartland's struggle to support herself and her two small daughters is not helped by her irresponsible ex-husband. But suddenly a new man steps into her life. Rich, handsome Erich Krueger sweeps her off her feet and off to his mansion in the country. Everything seems to be perfect, and Jenny feels like a fairy-tale princess. But gradually the fairy-tale turns into a nightmare. Something is very wrong in the great house that has slowly, imperceptively, become her prison. Something that threatens her marriage, her life - and her children. A gripping thriller with a fantastic ending twist... This paperback book has 340 pages and measures: 19.7 x 12.9 x 2cm.",1,Simon & Schuster,2016-01-07,,1471147029,9781471147029,"crime,mystery,suspense,thriller"
Mary,Higgins,Clark,,"Lost Years, The",,,"A fantastically page-turning new thriller from the world's favourite thriller writer, featuring all the twists, turns and chillingly close-to-the-bone storylines that her millions of fans know and love.",1,Simon & Schuster Ltd,2013-01-03,400,1849837120,9781849837125,"crime,mystery,suspense,thriller"
Mary,Higgins,Clark,,I've Got You Under My Skin,Under Suspicion,1,"When Laurie Moran’s husband was brutally murdered, only three-year-old Timmy saw the face of his father’s killer. Five years later his piercing blue eyes still haunt Timmy’s dreams. Laurie is haunted by more—the killer’s threat to her son as he fled the scene: “Tell your mother she’s next, then it’s your turn…”

Now Laurie is dealing with murder again, this time as the producer of a true-crime, cold-case television show. The series will launch with the twenty-year-old unsolved murder of Betsy Powell. Betsy, a socialite, was found suffocated in her bed after a gala celebrating the graduation of her daughter and three friends. The sensational murder was news nationwide. Reopening the case in its lavish setting and with the cooperation of the surviving guests that night, Laurie is sure to have a hit on her hands. But when the estranged friends begin filming, it becomes clear each is hiding secrets…small and large.

And a pair of blue eyes is watching events unfold, too…",1,Simon & Schuster Ltd,2015-01-15,320,1471132862,9781471132865,"crime,mystery,suspense,thriller"
Jerome,,Preisler,"Tom Clancy, Martin Greenberg",Shadow Watch,Tom Clancy's Power Plays,3,"The year is 2001, and American businessman Roger Gordian has extended his reach into space. His company has become the principal contractor in the design and manufacture of Orion, a multinational space station.

But the launch of a shuttle carrying parts for the station is sabotaged. Mysterious guerrilla attacks occur at the manufacturing facilities in Brazil and Kazakhstan. And Gordian's deepest fears are confirmed...

The Orion project has been targeted by an international terrorist whose criminal enterprises thrive on violence and political instability. Harlan De Vane's goal is to cripple Gordian's intelligence and security tean, while stowing a high-powered electromagnetic pulse generator aboard Orion--a state-of-the-art weapon with the capacity to throw every major American city into chaos...",1,Penguin Books Ltd,1999-12-02,368,0140279253,9780140279252,"action,thriller,war story"
Jeff,,Rovin,,Divide and Conquer,Tom Clancy's Op-Centre,7,"In his position as head of Op-Centre - the National Crisis Management Centre in Washington - Paul Hood has handled emergencies around the world. Now he is facing a potential disaster much closer to home. For the US President - the man with the most demanding job in the world - is cracking up under the pressure.

Hood has also received disturbing reports about growing tension between Iran and the former Soviet republic of Azerbaijan over Caspian Sea oil. Alarmingly, it appears that someone with their own agenda within the US State Department is plotting to start a war by sending a secret team of agents to blow up a Caspian oil rig and laying the blame on the Iranians.

With the increasingly disoriented President sidelined, Hood must act fast. His only hope is to join forces with his counterpart in Russia's own Op-Centre in a desperate attempt to avert the crisis in the Caspian - and to root out the rogue elements within the US Government who are threatening to bring down the President.",1,HarperCollins,2010-12-17,480,0006513980,9780006513988,"action,adventure,spy fiction,thriller"
Harlan,,Coben,,Play Dead,,,"Ex fashion model and successful business woman Laura Ayars' perfect world is shattered at a time which should have been the happiest of her life. On her honeymoon, her sports superstar husband goes for a swim - and never returns. But what has happened to David - can he really be dead?

Whilst struggling to cope with her almost overwhelming grief, Laura is plagued by questions and doubts. Was it an accident? Or suicide? Or is it some terrible, ill-judged hoax? As events begin to unfold, Laura starts to question David's mysterious disappearance. She begins to uncover a conspiracy which reaches deep into the past, and is now slowly beginning to destroy everyone involved. Someone will do anything to keep Laura away from the awful truth - and she has no idea who she can trust . . .",1,,,528,1409120481,9781409120483,"crime,mystery,suspense,thriller"
